mukool,মুকুল,,,,
padaye,পাড়ায়,,,,
paraye,পাড়ায়,,,,
parae,পাড়ায়,পড়ায়,পারায়,পাড়ায়,
panchso,পাঁচশো,,,,
pachso,পাঁচশো,,,,
pelo,পেল,,,,
pailo,পেল,,,,
vidyaloyer,বিদ্যালয়ের,,,,
biddaloye,বিদ্যালয়ের,বিদ্যালয়ে,,,
coochbiharer,কোচবিহারের,,,,
kochbiharer,কোচবিহারের,,,,
joreoi,জেরেই,,,,
jorei,জেরেই,জুড়েই,,,
tukdo,টুকরো,,,,
tukro,টুকরো,,,,
rastroyatto,রাষ্ট্রায়ত্ত,,,,
rashtroyot,রাষ্ট্রায়ত্ত,,,,
abdool,আব্দুল,,,,
abdul,আব্দুল,আবদুল,,,
sarthe,স্বার্থে,,,,
swarthe,স্বার্থে,,,,
hoibe,হইবে,,,,
buk,বুক,,,,
oboseshe,অবশেষে,,,,
avshesh,অবশেষে,,,,
ovosesh,অবশেষে,,,,
aashoner,আসনের,,,,
asoner,আসনের,,,,
vyavsaira,ব্যবসায়ীরা,,,,
byavsayira,ব্যবসায়ীরা,,,,
bebosaira,ব্যবসায়ীরা,,,,
jaitar,জেতার,,,,
jetar,জেতার,,,,
joda,জোড়া,,,,
jora,জোড়া,,,,
pruthok,পৃথক,,,,
prithok,পৃথক,,,,
niechhilo,নিয়েছিল,,,,
niyesilo,নিয়েছিল,,,,
niyechhilo,নিয়েছিল,,,,
nirmaner,নির্মাণের,,,,
neermaner,নির্মাণের,,,,
chashi,চাষি,,,,
chasi,চাষি,,,,
debashis,দেবাশিস,,,,
debvashis,দেবাশিস,,,,
raaj,রাজ,,,,
raj,রাজ,,,,
anastha,অনাস্থা,,,,
onastha,অনাস্থা,,,,
jotooi,যতই,,,,
jotoi,যতই,,,,
sheshmesh,শেষমেশ,শেষমেষ,,,
sesmes,শেষমেশ,,,,
bagaane,বাগানে,,,,
bagane,বাগানে,,,,
state,স্টেট,,,,
tanhaar,তাঁহার,,,,
naari,নারী,,,,
nari,নারী,,,,
boyose,বয়সে,,,,
podashuna,পড়াশোনা,,,,
porasuna,পড়াশোনা,,,,
doshok,দশক,,,,
dosok,দশক,,,,
meyad,মেয়াদ,,,,
miyaad,মেয়াদ,,,,
duinbar,দুবার,,,,
doobar,দুবার,ডোবার,,,
dubar,দুবার,,,,
protrijogitar,প্রতিযোগিতার,,,,
protijogitar,প্রতিযোগিতার,,,,
prtijogitar,প্রতিযোগিতার,,,,
mukhyoupdhyaye,মুখোপাধ্যায়ের,,,,
soniya,সনিয়া,,,,
shoniya,সনিয়া,,,,
damkol,দমকল,,,,
domkol,দমকল,ডোমকল,,,
jobabe,জবাবে,,,,
jowabe,জবাবে,,,,
joawe,জবাবে,,,,
jugad,জোগাড়,,,,
jogar,জোগাড়,,,,
jogad,জোগাড়,,,,
sunani,শুনানি,,,,
shunani,শুনানি,,,,
omitabh,অমিতাভ,,,,
amitabh,অমিতাভ,,,,
omitav,অমিতাভ,,,,
gorib,গরিব,,,,
goreeb,গরিব,,,,
daikhle,দেখলে,,,,
dekhle,দেখলে,,,,
phainal,ফাইনাল,,,,
final,ফাইনাল,,,,
notice,নোটিস,নোটিসে,নোটিস,,
notis,নোটিস,,,,
loraiae,লড়াইয়ে,,,,
loraie,লড়াইয়ে,,,,
lodaiye,লড়াইয়ে,,,,
dekheei,দেখেই,,,,
kisore,কিশোর,কিশোরী,,,
kishore,কিশোর,,,,
daikhlam,দেখলাম,,,,
dekhlam,দেখলাম,,,,
korite,করিতে,,,,
koriote,করিতে,,,,
tinaik,তিনেক,,,,
tinek,তিনেক,,,,
teenek,তিনেক,,,,
esosiation,অ্যাসোসিয়েশনের,,,,
association,অ্যাসোসিয়েশনের,অ্যাসোসিয়েশন,,,
choritro,চরিত্র,,,,
charitr,চরিত্র,,,,
sober,সবের,সবে,,,
ovijogou,অভিযোগও,,,,
obhijogeo,অভিযোগও,,,,
abhiyogeo,অভিযোগও,,,,
peyesi,পেয়েছি,,,,
peyechhi,পেয়েছি,,,,
dikei,দিকেই,,,,
dikeii,দিকেই,,,,
vostut,বস্তুত,,,,
bostuto,বস্তুত,,,,
mohilake,মহিলাকে,,,,
mohilaake,মহিলাকে,,,,
goina,গয়না,,,,
gohina,গয়না,,,,
goyna,গয়না,,,,
bolbain,বলবেন,,,,
bolben,বলবেন,,,,
shoktishali,শক্তিশালী,,,,
soktisali,শক্তিশালী,,,,
tapmatra,তাপমাত্রা,,,,
tapmaatra,তাপমাত্রা,,,,
shah,শাহ,,,,
shahh,শাহ,,,,
chek,চেক,,,,
cheque,চেক,,,,
songkhaloghu,সংখ্যালঘু,,,,
songokhaloghu,সংখ্যালঘু,,,,
ahmed,আহমেদ,,,,
ehmad,আহমেদ,,,,
ghon,ঘন,,,,
ghono,ঘন,,,,
chapa,চাপা,,,,
chanpa,চাপা,,,,
oshanti,অশান্তি,,,,
ashanti,অশান্তি,,,,
osanti,অশান্তি,,,,
chhatroder,ছাত্রদের,,,,
satroder,ছাত্রদের,,,,
satraoder,ছাত্রদের,,,,
uthbe,উঠবে,,,,
uthbte,উঠবে,,,,
oothbe,উঠবে,,,,
bajet,বাজেট,,,,
budget,বাজেট,,,,
in,ইন,,,,
ein,ইন,,,,
sahraukh,শাহরুখ,,,,
sahrukh,শাহরুখ,,,,
lathi,লাঠি,লাথি,,,
laathi,লাঠি,,,,
osomer,অসমের,,,,
asamer,অসমের,,,,
shonkor,শঙ্কর,,,,
songkor,শঙ্কর,,,,
partyr,পার্টির,,,,
partir,পার্টির,,,,
samaj,সমাজ,,,,
shomaj,সমাজ,,,,
somaj,সমাজ,,,,
danriyechhe,দাঁড়িয়েছে,,,,
dariyese,দাঁড়িয়েছে,,,,
taraayi,তাঁরাই,,,,
pounchhate,পৌঁছতে,,,,
pousate,পৌঁছতে,,,,
karmike,কর্মীকে,,,,
kormike,কর্মীকে,,,,
cormike,কর্মীকে,,,,
pukur,পুকুর,,,,
pookur,পুকুর,,,,
jotota,যতটা,,,,
jautota,যতটা,,,,
prachand,প্রচণ্ড,,,,
prochondo,প্রচণ্ড,প্রচন্ড,,,
sofore,সফরে,,,,
shofore,সফরে,,,,
safare,সফরে,,,,
dibos,দিবস,,,,
divos,দিবস,,,,
ovoshor,অবসর,,,,
avsar,অবসর,,,,
obosor,অবসর,,,,
janta,জনতা,,,,
jonta,জনতা,,,,
jonota,জনতা,,,,
maardhor,মারধরের,,,,
aam,আম,,,,
am,আম,এম,অ্যাম,,
deputy,ডেপুটি,,,,
deputi,ডেপুটি,,,,
khulhte,খুলতে,,,,
khulte,খুলতে,,,,
rakhaen,রাখে,,,,
janiechhi,জানিয়েছি,,,,
janiyesi,জানিয়েছি,,,,
janiyechhi,জানিয়েছি,,,,
muslim,মুসলিম,,,,
sadhinota,স্বাধীনতা,,,,
swadhinota,স্বাধীনতা,,,,
nombore,নম্বরে,,,,
numbore,নম্বরে,,,,
sitke,ছিটকে,,,,
chhintke,ছিটকে,,,,
make,মাকে,,,,
maake,মাকে,,,,
voboner,ভবনের,,,,
bhovoner,ভবনের,,,,
kaane,কানে,কান,,,
kane,কানে,কান,কেনে,,
re,রে,,,,
rey,রে,,,,
siddhanter,সিদ্ধান্তের,,,,
soddhanter,সিদ্ধান্তের,,,,
daal,ডাল,,,,
strir,স্ত্রীর,,,,
streer,স্ত্রীর,,,,
somporker,সম্পর্কের,,,,
samporker,সম্পর্কের,,,,
sooparir,সুপারিশ,,,,
suparis,সুপারিশ,,,,
jurimana,জরিমানা,,,,
jorimana,জরিমানা,জরিমানার,,,
krirra,ক্রীড়া,,,,
krira,ক্রীড়া,ক্রীড়া,,,
tulese,তুলেছে,,,,
tulechhe,তুলেছে,,,,
silchar,শিলচর,,,,
silchor,শিলচর,,,,
ofiserder,অফিসারদের,,,,
officerder,অফিসারদের,,,,
manoj,মনোজ,মনোজ,,,
monoj,মনোজ,,,,
uchu,উঁচু,,,,
oonchu,উঁচু,,,,
unchu,উঁচু,,,,
robindro,রবীন্দ্র,,,,
rabindr,রবীন্দ্র,,,,
rovindro,রবীন্দ্র,,,,
onchol,অঞ্চল,,,,
anchol,অঞ্চল,,,,
darjeeling,দার্জিলিং,,,,
darjiling,দার্জিলিং,,,,
khabaarer,খাবারের,,,,
khabarer,খাবারের,,,,
andolone,আন্দোলনে,,,,
baadha,বাঁধা,,,,
di,ডি,দি,,,
d,ডি,,,,
hete,হেঁটে,,,,
hainte,হেঁটে,,,,
hente,হেঁটে,,,,
bangaalir,বাঙালির,,,,
bangalir,বাঙালির,,,,
kichhutei,কিছুতেই,,,,
kicutei,কিছুতেই,,,,
uthen,ওঠেন,,,,
othen,ওঠেন,,,,
bepok,ব্যাপক,,,,
vyapok,ব্যাপক,,,,
jhorh,ঝড়,,,,
jhor,ঝড়,ঝড়,,,
shokolke,সকলকে,,,,
sokolke,সকলকে,,,,
dhara,ধারা,,,,
dharha,ধারা,,,,
Nitesh,নীতীশ,,,,
nitish,নীতীশ,,,,
shunesi,শুনেছি,,,,
shiunchhi,শুনেছি,,,,
anekrai,অনেকেরই,,,,
onekeroi,অনেকেরই,,,,
bodh,বোধ,,,,
sonksode,সংসদে,,,,
songsode,সংসদে,,,,
sorirer,শরীরের,,,,
poroliar,পুরুলিয়ার,,,,
puruliyar,পুরুলিয়ার,,,,
bamera,বামেরা,,,,
bameara,বামেরা,,,,
amay,আমায়,,,,
amai,আমায়,,,,
gorar,গড়ার,গড়ার,গোড়ার,,
godar,গড়ার,,,,
felechhe,ফেলেছে,,,,
felese,ফেলেছে,,,,
phelechhe,ফেলেছে,,,,
neal,নীল,,,,
neel,নীল,,,,
ponero,পনেরো,,,,
ponro,পনেরো,,,,
ajay,অজয়,,,,
ojoy,অজয়,,,,
chikhitshokder,চিকিৎসকদের,চিকিৎসকের,,,
chikitsokder,চিকিৎসকদের,চিকিৎসকের,চিকিৎসককে,,
abohowa,আবহাওয়া,,,,
aboahaoa,আবহাওয়া,,,,
bhir,ভিড়,,,,
bebsar,ব্যবসার,,,,
byabsar,ব্যবসার,,,,
vyavshar,ব্যবসার,,,,
gobesona,গবেষণা,,,,
gabesana,গবেষণা,,,,
netaji,নেতাজি,,,,
netaeji,নেতাজি,,,,
sochagar,শৌচাগার,,,,
souchagar,শৌচাগার,,,,
phelechhen,ফেলেছেন,,,,
felechhen,ফেলেছেন,,,,
felesen,ফেলেছেন,,,,
rakamer,রকমের,,,,
rokomer,রকমের,,,,
byabosthar,ব্যবস্থার,,,,
bebosthar,ব্যবস্থার,,,,
vyavosthar,ব্যবস্থার,,,,
haare,হারে,,,,
hare,হারে,হাড়ে,,,
stadium,স্টেডিয়ামে,স্টেডিয়াম,,,
stadiyam,স্টেডিয়ামে,,,,
porle,পড়লে,পড়লে,পরলে,,
podle,পড়লে,,,,
mondouler,মণ্ডলের,,,,
monduler,মণ্ডলের,,,,
england,ইংল্যান্ড,,,,
ingland,ইংল্যান্ড,,,,
taraao,তাঁরাও,,,,
tarao,তাঁরাও,তারাও,,,
legechhe,লেগেছে,,,,
legese,লেগেছে,,,,
courte,কোর্টে,,,,
bosoroi,বছরই,,,,
rujuu,রুজু,,,,
ruju,রুজু,,,,
indian,ইন্ডিয়ান,,,,
indinan,ইন্ডিয়ান,,,,
bhotar,ভোটার,,,,
votar,ভোটার,,,,
khotigrosto,ক্ষতিগ্রস্ত,,,,
kshotigrosto,ক্ষতিগ্রস্ত,,,,
podeni,পড়েনি,,,,
poreni,পড়েনি,,,,
ongse,অংশে,,,,
onkshe,অংশে,,,,
ankshe,অংশে,,,,
sahityo,সাহিত্য,,,,
sahitto,সাহিত্য,,,,
grahokder,গ্রাহকদের,,,,
grahrokder,গ্রাহকদের,,,,
hom,হোম,,,,
home,হোম,হোমে,,,
khuchro,খুচরো,,,,
khunchro,খুচরো,,,,
aanch,আঁচ,,,,
ach,আঁচ,,,,
sokshoye,সংশয়,,,,
songsoy,সংশয়,,,,
midnapotre,মেদিনীপুরে,,,,
modinipure,মেদিনীপুরে,,,,
ender,এঁদের,,,,
eroi,এরই,,,,
eroir,এরই,,,,
apnadair,আপনাদের,,,,
apnader,আপনাদের,,,,
junior,জুনিয়র,,,,
juniyar,জুনিয়র,,,,
khaariz,খারিজ,,,,
kharij,খারিজ,,,,
sahajje,সাহায্যে,সাহায্যের,,,
sahajyo,সাহায্যে,,,,
uttorbanger,উত্তরবঙ্গের,,,,
uttorbonger,উত্তরবঙ্গের,,,,
baade,বাদে,,,,
bashe,বাসে,,,,
base,বাসে,,,,
baase,বাসে,,,,
bhumi,ভূমি,,,,
bhoomi,ভূমি,,,,
vumi,ভূমি,,,,
vumikay,ভূমিকায়,,,,
bhumikaye,ভূমিকায়,,,,
baiting,ব্যাটিং,,,,
batting,ব্যাটিং,,,,
odhine,অধীনে,,,,
adhin,অধীনে,,,,
audheene,অধীনে,,,,
seater,শীতের,,,,
shiter,শীতের,,,,
siter,শীতের,সিটের,সাইটের,,
pruthveer,পৃথিবীর,,,,
prithibir,পৃথিবীর,,,,
lekhok,লেখক,,,,
lekhak,লেখক,,,,
minite,মিনিটে,,,,
koyekta,কয়েকটা,,,,
koekta,কয়েকটা,,,,
shokto,শক্ত,,,,
sagoto,স্বাগত,,,,
swagot,স্বাগত,,,,
vishisto,বিশিষ্ট,,,,
bishisto,বিশিষ্ট,,,,
modail,মডেল,,,,
model,মডেল,,,,
sessasebi,স্বেচ্ছাসেবী,,,,
swechhasevi,স্বেচ্ছাসেবী,,,,
league,লিগে,,,,
lige,লিগে,,,,
ligei,লিগে,,,,
kajo,কাজও,,,,
kajou,কাজও,,,,
pokkher,পক্ষের,,,,
poksher,পক্ষের,,,,
dekhechhen,দেখেছেন,,,,
metro,মেট্রো,,,,
maitro,মেট্রো,,,,
kotripokkher,কর্তৃপক্ষকে,,,,
kotrupoksher,কর্তৃপক্ষকে,,,,
jassilen,যাচ্ছিলেন,,,,
jachchhilen,যাচ্ছিলেন,,,,
mayano,ময়না,,,,
moyna,ময়না,,,,
misie,মিশিয়ে,,,,
mishiye,মিশিয়ে,,,,
sikkhoker,শিক্ষকের,,,,
shikshoker,শিক্ষকের,,,,
onchole,অঞ্চলে,,,,
anchole,অঞ্চলে,,,,
ancholer,অঞ্চলের,,,,
oncholer,অঞ্চলের,,,,
orthomontri,অর্থমন্ত্রী,,,,
arthomantri,অর্থমন্ত্রী,,,,
sobe,সবে,,,,
shobe,সবে,,,,
apnara,আপনারা,,,,
apnaara,আপনারা,,,,
ter,টের,টির,,,
tair,টের,,,,
high Court,হাইকোর্ট,,,,
mathar,মাথার,,,,
mathaar,মাথার,,,,
neboe,নেব,,,,
nebo,নেব,,,,
degree,ডিগ্রি,,,,
digri,ডিগ্রি,,,,
upohar,উপহার,,,,
uphar,উপহার,,,,
banam,বনাম,,,,
bonam,বনাম,,,,
mukkhopatro,মুখপাত্র,,,,
mukhpatro,মুখপাত্র,,,,
kokon,কখন,,,,
kokhon,কখন,,,,
sisitivi,সিসিটিভি,,,,
cctv,সিসিটিভি,,,,
porisebar,পরিষেবার,,,,
porisevar,পরিষেবার,,,,
enning,ইনিংস,,,,
innings,ইনিংস,,,,
torunur,তরুণীর,,,,
torunir,তরুণীর,,,,
kriketer,ক্রিকেটের,ক্রিকেটার,,,
cricketer,ক্রিকেটের,ক্রিকেটার,,,
obhijane,অভিযানে,,,,
ovijane,অভিযানে,,,,
bosar,বসার,,,,
boser,বসার,বসের,,,
maneie,মানেই,,,,
manei,মানেই,,,,
agrroho,আগ্রহ,,,,
agroho,আগ্রহ,অগ্রাহ্য,,,
shakhee,সাক্ষী,,,,
sakkhi,সাক্ষী,,,,
lokhhee,লক্ষ্যে,,,,
lokkhe,লক্ষ্যে,লক্ষে,,,
bisesoggoder,বিশেষজ্ঞদের,,,,
bisheshogoder,বিশেষজ্ঞদের,,,,
durere,দূরের,,,,
durer,দূরের,,,,
biggan,বিজ্ঞান,,,,
bigan,বিজ্ঞান,,,,
m,এম,,,,
mojut,মজুত,,,,
chahara,চেহারা,,,,
chehara,চেহারা,,,,
attio,আত্মীয়,,,,
attiyo,আত্মীয়,,,,
samogri,সামগ্রী,,,,
samogre,সামগ্রী,,,,
sonostake,সংস্থাকে,,,,
songsthake,সংস্থাকে,,,,
solmon,সলমন,,,,
moder,মদের,,,,
pahar,পাহাড়,পাহাড়,,,
amrao,আমরাও,,,,
amraoo,আমরাও,,,,
over,ওভার,,,,
oover,ওভার,,,,
dor,দর,,,,
dorshok,দর্শক,,,,
dorsok,দর্শক,,,,
durotoo,দূরত্ব,,,,
durotto,দূরত্ব,,,,
orthoniter,অর্থনীতির,,,,
orthonitir,অর্থনীতির,,,,
dekhan,দেখান,,,,
katate,কাটাতে,,,,
bidi,বিধি,,,,
bidhi,বিধি,,,,
karkhanae,কারখানায়,,,,
karkhanaee,কারখানায়,,,,
chomke,চমকে,,,,
comoke,চমকে,,,,
kichukhon,কিছুক্ষণ,,,,
kisukkhon,কিছুক্ষণ,,,,
utsobee,উৎসবে,,,,
utsobe,উৎসবে,,,,
hotas,হতাশ,,,,
hotash,হতাশ,,,,
hi skoole,হাইস্কুলের,,,,
high schooler,হাইস্কুলের,,,,
mobolee,মোবাইলে,,,,
shobhadhipati,সভাধিপতি,,,,
oppekhae,অপেক্ষায়,,,,
opekkhae,অপেক্ষায়,,,,
baboharer,ব্যবহারের,,,,
beboharer,ব্যবহারের,,,,
high,হাই,,,,
hi,হাই,,,,
saffoller,সাফল্যের,,,,
safoller,সাফল্যের,,,,
sthir,স্থির,,,,
esthir,স্থির,,,,
koranor,করানোর,,,,
akhankar,এখানকার,,,,
ekhankar,এখানকার,এখনকার,,,
giggasabad,জিজ্ঞাসাবাদ,,,,
jiggasabad,জিজ্ঞাসাবাদ,,,,
shuvendu,শুভেন্দু,,,,
adhikarikder,আধিকারিকদের,,,,
odhikarider,আধিকারিকদের,আধিকারিকের,,,
obosthar,অবস্থার,,,,
obosther,অবস্থার,,,,
purshovae,পুরসভায়,,,,
purosovae,পুরসভায়,,,,
aborjona,আবর্জনা,,,,
aborgona,আবর্জনা,,,,
gas,গ্যাস,,,,
gash,গ্যাস,,,,
nishedhaga,নিষেধাজ্ঞা,,,,
nisedhagga,নিষেধাজ্ঞা,,,,
bedeshe,বিদেশে,,,,
bideshe,বিদেশে,,,,
jitte,জিততে,,,,
gitte,জিততে,,,,
peyecilo,পেয়েছিল,,,,
payesilo,পেয়েছিল,,,,
mohilara,মহিলারা,,,,
ofiserer,অফিসারের,,,,
officerer,অফিসারের,,,,
dupokher,দুপক্ষের,,,,
dupokkher,দুপক্ষের,,,,
bosen,বসেন,,,,
bocen,বসেন,,,,
thim,থিম,,,,
porgotokder,পর্যটকদের,,,,
porjotokder,পর্যটকদের,,,,
shiligurite,শিলিগুড়িতে,,,,
patanor,পাঠানোর,,,,
pathanor,পাঠানোর,,,,
harer,হারের,হাড়ের,,,
ditei,দিতেই,,,,
kure,কুড়ি,,,,
kuri,কুড়ি,কুড়ি,,,
kaseo,কাছেও,,,,
kaseoo,কাছেও,,,,
ingreji,ইংরেজি,,,,
engregi,ইংরেজি,,,,
nirdharyto,নির্ধারিত,,,,
nirdharito,নির্ধারিত,,,,
chokrer,চক্রের,,,,
cokrer,চক্রের,,,,
gun,গুণ,,,,
guun,গুণ,,,,
praoi,প্রায়ই,,,,
street,স্ট্রিট,,,,
meteae,মিটিয়ে,,,,
mitiye,মিটিয়ে,,,,
asben,আসবেন,,,,
jatrira,যাত্রীরা,,,,
gatrira,যাত্রীরা,,,,
bohorompur,বহরমপুর,,,,
bohompur,বহরমপুর,,,,
darr,দাঁড়,,,,
dar,দাঁড়,দাঁড়,,,
trump,ট্রাম্প,,,,
bissojit,বিশ্বজিৎ,,,,
bishojit,বিশ্বজিৎ,,,,
fete,ফেটে,,,,
senar,সেনার,,,,
sorto,শর্ত,,,,
shorto,শর্ত,,,,
jona,জনা,,,,
baniye,বানিয়ে,,,,
bania,বানিয়ে,,,,
liscence,লাইসেন্স,,,,
lisence,লাইসেন্স,,,,
varr,ভার,,,,
var,ভার,,,,
khaner,খানের,,,,
khanner,খানের,,,,
lorii,লরি,,,,
lori,লরি,,,,
form,ফর্ম,,,,
sudip,সুদীপ,,,,
sudep,সুদীপ,,,,
cena,চিনা,,,,
china,চিনা,,,,
payachilen,পেয়েছিলেন,,,,
peyecilen,পেয়েছিলেন,,,,
pae,পাই,,,,
pai,পাই,,,,
asroy,আশ্রয়,,,,
bissokap,বিশ্বকাপ,,,,
bishoocup,বিশ্বকাপ,,,,
unet,ইউনিট,,,,
unit,ইউনিট,,,,
khaler,খোলার,খালের,,,
thomke,থমকে,,,,
bij,বীজ,,,,
mota,মোটা,,,,
sontraser,সন্ত্রাসের,,,,
shikkhika,শিক্ষিকা,,,,
sikkhika,শিক্ষিকা,,,,
bamfront,বামফ্রন্ট,,,,
tan,টান,,,,
kale,কালে,,,,
mojuri,মজুরি,,,,
mojure,মজুরি,,,,
prosongsa,প্রশংসা,,,,
jananor,জানানোর,,,,
payer,পায়ের,,,,
somorthone,সমর্থনে,,,,
ure,উড়ে,উড়ে,,,
uere,উড়ে,,,,
roilo,রইল,,,,
rohilo,রইল,,,,
calachha,চালাচ্ছে,,,,
chalasse,চালাচ্ছে,,,,
safaie,সাফাই,,,,
safai,সাফাই,,,,
dhape,ধাপে,,,,
dhapea,ধাপে,,,,
doloneta,দলনেতা,,,,
jatra,যাত্রা,,,,
zatra,যাত্রা,,,,
colakalen,চলাকালীন,,,,
cholakalin,চলাকালীন,,,,
divition,ডিভিশন,,,,
division,ডিভিশন,,,,
raner,রানের,,,,
sucona,সূচনা,,,,
suchona,সূচনা,,,,
sagano,সাজানো,,,,
sajano,সাজানো,,,,
bosenor,বসানোর,,,,
bosanor,বসানোর,,,,
bosechea,বসেছে,,,,
boseche,বসেছে,,,,
falen,ফেলেন,,,,
felen,ফেলেন,,,,
tae,টায়,,,,
todonttokarira,তদন্তকারীরা,,,,
todontokarira,তদন্তকারীরা,,,,
katar,কাটার,কাঁটার,,,
prosashonke,প্রশাসনকে,,,,
proshasonke,প্রশাসনকে,,,,
dhorshoner,ধর্ষণের,,,,
dhorsoner,ধর্ষণের,,,,
sangbadikder,সাংবাদিকদের,,,,
shangbadikder,সাংবাদিকদের,,,,
rokther,রক্তের,,,,
rokter,রক্তের,,,,
cheyesen,চেয়েছেন,,,,
chaechen,চেয়েছেন,,,,
granbashider,গ্রামবাসীদের,,,,
grambasider,গ্রামবাসীদের,,,,
hugli,হুগলি,,,,
hugle,হুগলি,,,,
nejeoo,নিজেও,,,,
jurea,জুড়ে,,,,
plastik,প্লাস্টিক,,,,
plastic,প্লাস্টিক,,,,
dosha,দশা,,,,
dosa,দশা,,,,
bengol,বেঙ্গল,,,,
rohit,রোহিত,,,,
bidhaoker,বিধায়কের,,,,
bidhaoiker,বিধায়কের,,,,
galarite,গ্যালারিতে,,,,
galarete,গ্যালারিতে,,,,
gotite,গতিতে,,,,
goteta,গতিতে,,,,
soyong,স্বয়ং,,,,
shayong,স্বয়ং,,,,
podhote,পদ্ধতি,,,,
proyato,প্রয়াত,,,,
it,ইট,,,,
et,ইট,,,,
kande,কাণ্ডে,,,,
chande,কাণ্ডে,,,,
mohonbagan,মোহনবাগান,মোহনবাগান,,,
prostut,প্রস্তুত,,,,
meci,মেসি,,,,
mesi,মেসি,,,,
haldar,হালদার,,,,
tu,টু,,,,
g,জি,,,,
ge,জি,,,,
dolar,ডলার,,,,
shit,শীত,শিট,,,
sith,শীত,,,,
ghotchea,ঘটছে,,,,
poribarke,পরিবারকে,,,,
thikana,ঠিকানা,,,,
mukabila,মোকাবিলা,,,,
mokabila,মোকাবিলা,মোকাবিলা,,,
mononaion,মনোনয়ন,,,,
mononoyon,মনোনয়ন,,,,
para,পাড়া,পারা,পাড়া,,
sesher,শেষের,,,,
secher,শেষের,সেচের,,,
porhecha,পড়েছে,,,,
kagoj,কাগজ,,,,
chagoj,কাগজ,,,,
nayika,নায়িকা,,,,
nayeka,নায়িকা,,,,
accounte,অ্যাকাউন্টে,,,,
hothatoi,হঠাৎই,,,,
hothathee,হঠাৎই,,,,
dhele,ঢেলে,,,,
dheele,ঢেলে,,,,
ekdin,একদিন,,,,
akdin,একদিন,,,,
sthane,স্থানে,,,,
shthane,স্থানে,,,,
hajarerr,হাজারের,,,,
hajarer,হাজারের,,,,
sohoje,সহজে,,,,
shohoje,সহজে,,,,
vharotke,ভারতকে,,,,
varotke,ভারতকে,,,,
uporei,উপরেই,ওপরেই,ওপরের,,
gora,গড়া,গোড়া,গড়া,গোড়া,
themeh,থেমে,,,,
theme,থেমে,,,,
jelashashoker,জেলাশাসকের,,,,
gelashashoker,জেলাশাসকের,,,,
holdiya,হলদিয়া,,,,
holdeya,হলদিয়া,,,,
chasmir,কাশ্মীর,,,,
kasmir,কাশ্মীর,কাশ্মীরে,,,
bondhuder,বন্ধুদের,,,,
asae,আসায়,,,,
ashae,আসায়,আশায়,,,
sohojogita,সহযোগিতা,,,,
sohogogita,সহযোগিতা,,,,
eamontae,এমনটাই,,,,
emontai,এমনটাই,,,,
uttorea,উত্তরে,,,,
uttore,উত্তরে,,,,
surutei,শুরুতেই,শুরুতে,,,
surotae,শুরুতেই,,,,
meyetir,মেয়েটির,,,,
mayetir,মেয়েটির,,,,
taratare,তাড়াতাড়ি,,,,
taratari,তাড়াতাড়ি,,,,
facebook,ফেসবুক,ফেসবুকে,,,
akorshon,আকর্ষণ,,,,
akorson,আকর্ষণ,,,,
kormadhokko,কর্মাধ্যক্ষ,,,,
chormadhokho,কর্মাধ্যক্ষ,,,,
shorbotro,সর্বত্র,,,,
sorbotro,সর্বত্র,,,,
soroker,সড়কের,সড়কের,,,
shoroker,সড়কের,সড়কের,,,
seleder,ছেলেদের,,,,
chaleder,ছেলেদের,,,,
progukti,প্রযুক্তি,,,,
projukti,প্রযুক্তি,,,,
bipojjonok,বিপজ্জনক,,,,
bipodjonok,বিপজ্জনক,,,,
sompotti,সম্পত্তি,,,,
shompotte,সম্পত্তি,,,,
boste,বসতে,,,,
bostee,বসতে,,,,
soptaher,সপ্তাহের,,,,
shoptaher,সপ্তাহের,,,,
baktike,ব্যক্তিকে,,,,
bektike,ব্যক্তিকে,,,,
meyera,মেয়েরা,,,,
huglir,হুগলির,,,,
cheabe,সিএবি,,,,
siabi,সিএবি,,,,
sondhe,সন্ধে,,,,
shondhe,সন্ধে,,,,
ondhokare,অন্ধকারে,,,,
orup,অরূপ,,,,
oarup,অরূপ,,,,
lagatar,লাগাতার,,,,
lagater,লাগাতার,,,,
kajkormo,কাজকর্ম,,,,
chothor,কঠোর,,,,
kothor,কঠোর,কাঠের,,,
bodoler,বদলের,,,,
porlen,পড়লেন,,,,
porilen,পড়লেন,,,,
podok,পদক,,,,
babod,বাবদ,,,,
sure,সুরে,,,,
chure,সুরে,ছুরি,,,
bolpur,বোলপুর,,,,
ottaachar,অত্যাচার,,,,
ottachar,অত্যাচার,,,,
onil,অনিল,,,,
only,অনিল,,,,
hotta,হত্যা,,,,
chutir,ছুটির,,,,
sutir,ছুটির,সুতির,,,
goyendara,গোয়েন্দারা,,,,
briddho,বৃদ্ধ,,,,
bridhoo,বৃদ্ধ,,,,
gonotantrick,গণতান্ত্রিক,,,,
gonotantrik,গণতান্ত্রিক,,,,
noya,নয়া,,,,
noia,নয়া,,,,
gehetu,যেহেতু,,,,
jehetu,যেহেতু,,,,
mohol,মহল,,,,
prokrito,প্রকৃত,,,,
prokito,প্রকৃত,,,,
oshavhabik,অস্বাভাবিক,,,,
ossavabik,অস্বাভাবিক,,,,
miniter,মিনিটের,,,,
ota,ওটা,,,,
oita,ওটা,,,,
moholer,মহলের,,,,
